Unnamed: 0,cellID,cellType,sampleInfo,Ontology Id
Cell1510,Cell1510,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1511,Cell1511,Cancer_clone_B,sample1,CL:0000322
Cell1512,Cell1512,mDCs_B,sample1,CL:0002150
Cell1513,Cell1513,Acinar_cells,sample1,CL:0000322
Cell1514,Cell1514,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1515,Cell1515,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1516,Cell1516,Cancer_clone_B,sample1,CL:0000151
Cell1517,Cell1517,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1518,Cell1518,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1519,Cell1519,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1520,Cell1520,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1521,Cell1521,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1522,Cell1522,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1523,Cell1523,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1524,Cell1524,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1525,Cell1525,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1526,Cell1526,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1527,Cell1527,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1528,Cell1528,mDCs_B,sample1,CL:0002150
Cell1529,Cell1529,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1530,Cell1530,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1531,Cell1531,Fibroblasts,sample1,CL:0002320
Cell1532,Cell1532,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1533,Cell1533,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1534,Cell1534,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1535,Cell1535,Cancer_clone_B,sample1,CL:0000322
Cell1536,Cell1536,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1537,Cell1537,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1538,Cell1538,T_cells_&_NK_cells,sample1,CL:0002436
Cell1539,Cell1539,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1540,Cell1540,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1541,Cell1541,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1542,Cell1542,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1543,Cell1543,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1544,Cell1544,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1545,Cell1545,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1546,Cell1546,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1547,Cell1547,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1548,Cell1548,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1549,Cell1549,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1550,Cell1550,Cancer_clone_B,sample1,CL:0000322
Cell1551,Cell1551,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1552,Cell1552,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1553,Cell1553,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1554,Cell1554,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1555,Cell1555,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1556,Cell1556,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1557,Cell1557,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1558,Cell1558,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1559,Cell1559,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1560,Cell1560,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1561,Cell1561,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1562,Cell1562,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1563,Cell1563,Mast_cells,sample1,CL:0000151
Cell1564,Cell1564,Cancer_clone_B,sample1,CL:0000151
Cell1565,Cell1565,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1566,Cell1566,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1567,Cell1567,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1568,Cell1568,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1569,Cell1569,Cancer_clone_A,sample1,CL:0000071
Cell1570,Cell1570,Cancer_clone_A,sample1,CL:0000071
Cell1571,Cell1571,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1572,Cell1572,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1573,Cell1573,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1574,Cell1574,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1575,Cell1575,Tuft_cells,sample1,CL:0000540
Cell1576,Cell1576,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1577,Cell1577,Cancer_clone_A,sample1,CL:0000126
Cell1578,Cell1578,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1579,Cell1579,Cancer_clone_B,sample1,CL:0000322
Cell1580,Cell1580,Cancer_clone_B,sample1,CL:0000064
Cell1581,Cell1581,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1582,Cell1582,T_cells_&_NK_cells,sample1,CL:2000054
Cell1583,Cell1583,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1584,Cell1584,Ductal_terminal_ductal_like,sample1,CL:0000064
Cell1585,Cell1585,Cancer_clone_A,sample1,CL:0000322
Cell1586,Cell1586,Mast_cells,sample1,CL:0000151
Cell1587,Cell1587,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1588,Cell1588,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1589,Cell1589,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1590,Cell1590,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1591,Cell1591,Macrophages_A,sample1,CL:0002150
Cell1592,Cell1592,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1593,Cell1593,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1594,Cell1594,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1595,Cell1595,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1596,Cell1596,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1597,Cell1597,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1598,Cell1598,Cancer_clone_B,sample1,CL:0000322
Cell1599,Cell1599,Endothelial_cells,sample1,CL:0000071
Cell1600,Cell1600,Cancer_clone_A,sample1,CL:0000322
Cell1601,Cell1601,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1602,Cell1602,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1603,Cell1603,Tuft_cells,sample1,CL:0000151
Cell1604,Cell1604,Tuft_cells,sample1,CL:0000151
Cell1605,Cell1605,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1606,Cell1606,Monocytes,sample1,CL:0000766
Cell1607,Cell1607,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1608,Cell1608,Cancer_clone_B,sample1,CL:0000322
Cell1609,Cell1609,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1610,Cell1610,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1611,Cell1611,Cancer_clone_B,sample1,CL:0000064
Cell1612,Cell1612,mDCs_B,sample1,CL:0002150
Cell1613,Cell1613,Acinar_cells,sample1,CL:0000071
Cell1614,Cell1614,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1615,Cell1615,pDCs,sample1,CL:0000123
Cell1616,Cell1616,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1617,Cell1617,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1618,Cell1618,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1619,Cell1619,Cancer_clone_A,sample1,CL:0000322
Cell1620,Cell1620,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1621,Cell1621,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1622,Cell1622,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1623,Cell1623,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1624,Cell1624,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1625,Cell1625,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1626,Cell1626,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1627,Cell1627,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1628,Cell1628,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0002139
Cell1629,Cell1629,Cancer_clone_A,sample1,CL:0000322
Cell1630,Cell1630,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1631,Cell1631,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1632,Cell1632,Ductal_APOL1_high-hypoxic,sample1,CL:0000071
Cell1633,Cell1633,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1634,Cell1634,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1635,Cell1635,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1636,Cell1636,Acinar_cells,sample1,CL:0000071
Cell1637,Cell1637,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1638,Cell1638,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1639,Cell1639,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1640,Cell1640,Cancer_clone_B,sample1,CL:0000322
Cell1641,Cell1641,Monocytes,sample1,CL:0000096
Cell1642,Cell1642,T_cells_&_NK_cells,sample1,CL:0000123
Cell1643,Cell1643,Monocytes,sample1,CL:0002150
Cell1644,Cell1644,Cancer_clone_B,sample1,CL:0000322
Cell1645,Cell1645,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1646,Cell1646,T_cells_&_NK_cells,sample1,CL:2000054
Cell1647,Cell1647,Macrophages_A,sample1,CL:0002150
Cell1648,Cell1648,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1649,Cell1649,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1650,Cell1650,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1651,Cell1651,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1652,Cell1652,Tuft_cells,sample1,CL:0000126
Cell1653,Cell1653,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1654,Cell1654,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000071
Cell1655,Cell1655,mDCs_B,sample1,CL:0002150
Cell1656,Cell1656,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1657,Cell1657,pDCs,sample1,CL:0000071
Cell1658,Cell1658,RBCs,sample1,CL:0000081
Cell1659,Cell1659,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1660,Cell1660,RBCs,sample1,CL:0000081
Cell1661,Cell1661,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1662,Cell1662,Acinar_cells,sample1,CL:0000322
Cell1663,Cell1663,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1664,Cell1664,Ductal_APOL1_high-hypoxic,sample1,CL:0000540
Cell1665,Cell1665,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1666,Cell1666,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1667,Cell1667,Macrophages_A,sample1,CL:0002150
Cell1668,Cell1668,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1669,Cell1669,Cancer_clone_A,sample1,CL:0000540
Cell1670,Cell1670,Cancer_clone_A,sample1,CL:0000151
Cell1671,Cell1671,Cancer_clone_A,sample1,CL:0000322
Cell1672,Cell1672,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1673,Cell1673,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1674,Cell1674,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1675,Cell1675,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1676,Cell1676,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1677,Cell1677,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1678,Cell1678,Tuft_cells,sample1,CL:0000540
Cell1679,Cell1679,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1680,Cell1680,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1681,Cell1681,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1682,Cell1682,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1683,Cell1683,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1684,Cell1684,Cancer_clone_A,sample1,CL:0000151
Cell1685,Cell1685,Mast_cells,sample1,CL:0000126
Cell1686,Cell1686,Ductal_terminal_ductal_like,sample1,CL:0000540
Cell1687,Cell1687,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1688,Cell1688,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1689,Cell1689,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1690,Cell1690,Cancer_clone_A,sample1,CL:0000322
Cell1691,Cell1691,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1692,Cell1692,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1693,Cell1693,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1694,Cell1694,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1695,Cell1695,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1696,Cell1696,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1697,Cell1697,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1698,Cell1698,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1699,Cell1699,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1700,Cell1700,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1701,Cell1701,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1702,Cell1702,Cancer_clone_B,sample1,CL:0000540
Cell1703,Cell1703,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1704,Cell1704,Cancer_clone_B,sample1,CL:0000151
Cell1705,Cell1705,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1706,Cell1706,mDCs_A,sample1,CL:0002150
Cell1707,Cell1707,Fibroblasts,sample1,CL:0002320
Cell1708,Cell1708,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1709,Cell1709,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1710,Cell1710,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1711,Cell1711,Cancer_clone_A,sample1,CL:0000322
Cell1712,Cell1712,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1713,Cell1713,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1714,Cell1714,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1715,Cell1715,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1716,Cell1716,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1717,Cell1717,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1718,Cell1718,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1719,Cell1719,Cancer_clone_A,sample1,CL:0000322
Cell1720,Cell1720,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1721,Cell1721,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1722,Cell1722,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1723,Cell1723,Cancer_clone_B,sample1,CL:0000071
Cell1724,Cell1724,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1725,Cell1725,Cancer_clone_B,sample1,CL:0000322
Cell1726,Cell1726,Cancer_clone_B,sample1,CL:0000151
Cell1727,Cell1727,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000540
Cell1728,Cell1728,Cancer_clone_A,sample1,CL:0000151
Cell1729,Cell1729,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1730,Cell1730,Cancer_clone_B,sample1,CL:0000322
Cell1731,Cell1731,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1732,Cell1732,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1733,Cell1733,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1734,Cell1734,Macrophages_A,sample1,CL:0002150
Cell1735,Cell1735,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1736,Cell1736,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1737,Cell1737,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1738,Cell1738,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1739,Cell1739,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1740,Cell1740,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1741,Cell1741,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1742,Cell1742,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1743,Cell1743,Cancer_clone_B,sample1,CL:0000322
Cell1744,Cell1744,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1745,Cell1745,Endothelial_cells,sample1,CL:0000071
Cell1746,Cell1746,Endothelial_cells,sample1,CL:0000071
Cell1747,Cell1747,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1748,Cell1748,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1749,Cell1749,Ductal_MHC_Class_II,sample1,CL:0000540
Cell1750,Cell1750,Cancer_clone_B,sample1,CL:0000322
Cell1751,Cell1751,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1752,Cell1752,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1753,Cell1753,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1754,Cell1754,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1755,Cell1755,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1756,Cell1756,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1757,Cell1757,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1758,Cell1758,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1759,Cell1759,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1760,Cell1760,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1761,Cell1761,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1762,Cell1762,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1763,Cell1763,mDCs_A,sample1,CL:0002150
Cell1764,Cell1764,Mast_cells,sample1,CL:0000540
Cell1765,Cell1765,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1766,Cell1766,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1767,Cell1767,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1768,Cell1768,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1769,Cell1769,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1770,Cell1770,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1771,Cell1771,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1772,Cell1772,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1773,Cell1773,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1774,Cell1774,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1775,Cell1775,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1776,Cell1776,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1777,Cell1777,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1778,Cell1778,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1779,Cell1779,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1780,Cell1780,Tuft_cells,sample1,CL:0000540
Cell1781,Cell1781,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1782,Cell1782,pDCs,sample1,CL:0000151
Cell1783,Cell1783,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1784,Cell1784,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1785,Cell1785,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1786,Cell1786,Cancer_clone_B,sample1,CL:0000322
Cell1787,Cell1787,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1788,Cell1788,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1789,Cell1789,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1790,Cell1790,Cancer_clone_A,sample1,CL:0000151
Cell1791,Cell1791,Ductal_terminal_ductal_like,sample1,CL:0000126
Cell1792,Cell1792,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1793,Cell1793,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1794,Cell1794,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1795,Cell1795,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1796,Cell1796,Cancer_clone_B,sample1,CL:0000151
Cell1797,Cell1797,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1798,Cell1798,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1799,Cell1799,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1800,Cell1800,Ductal_MHC_Class_II,sample1,CL:0000151
Cell1801,Cell1801,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1802,Cell1802,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1803,Cell1803,T_cells_&_NK_cells,sample1,CL:2000054
Cell1804,Cell1804,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1805,Cell1805,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1806,Cell1806,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1807,Cell1807,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1808,Cell1808,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1809,Cell1809,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1810,Cell1810,mDCs_B,sample1,CL:0002150
Cell1811,Cell1811,Cancer_clone_B,sample1,CL:0000322
Cell1812,Cell1812,Acinar_cells,sample1,CL:0000151
Cell1813,Cell1813,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1814,Cell1814,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1815,Cell1815,mDCs_B,sample1,CL:0002150
Cell1816,Cell1816,mDCs_A,sample1,CL:0000766
Cell1817,Cell1817,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1818,Cell1818,Cancer_clone_A,sample1,CL:0000322
Cell1819,Cell1819,Tuft_cells,sample1,CL:0000151
Cell1820,Cell1820,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1821,Cell1821,Macrophages_A,sample1,CL:0002150
Cell1822,Cell1822,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1823,Cell1823,Ductal_APOL1_high-hypoxic,sample1,CL:0000151
Cell1824,Cell1824,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1825,Cell1825,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1826,Cell1826,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1827,Cell1827,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1828,Cell1828,Cancer_clone_A,sample1,CL:0000151
Cell1829,Cell1829,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1830,Cell1830,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1831,Cell1831,mDCs_B,sample1,CL:0002150
Cell1832,Cell1832,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1833,Cell1833,Ductal_APOL1_high-hypoxic,sample1,CL:0000322
Cell1834,Cell1834,Cancer_clone_B,sample1,CL:0000126
Cell1835,Cell1835,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1836,Cell1836,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1837,Cell1837,Cancer_clone_B,sample1,CL:0000151
Cell1838,Cell1838,Cancer_clone_B,sample1,CL:0000322
Cell1839,Cell1839,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1840,Cell1840,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000151
Cell1841,Cell1841,Ductal_MHC_Class_II,sample1,CL:0000064
Cell1842,Cell1842,Ductal_terminal_ductal_like,sample1,CL:0000151
Cell1843,Cell1843,Endocrine_cells,sample1,CL:0000151
Cell1844,Cell1844,Macrophages_B,sample1,CL:0002150
Cell1845,Cell1845,Tuft_cells,sample1,CL:0000151
Cell1846,Cell1846,pDCs,sample1,CL:0000123
Cell1847,Cell1847,Cancer_clone_B,sample1,CL:0000322
Cell1848,Cell1848,T_cells_&_NK_cells,sample1,CL:0000071
Cell1849,Cell1849,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1850,Cell1850,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1851,Cell1851,T_cells_&_NK_cells,sample1,CL:2000054
Cell1852,Cell1852,Ductal_APOL1_high-hypoxic,sample1,CL:0000126
Cell1853,Cell1853,mDCs_A,sample1,CL:0000123
Cell1854,Cell1854,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1855,Cell1855,Macrophages_B,sample1,CL:0000126
Cell1856,Cell1856,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1857,Cell1857,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1858,Cell1858,T_cells_&_NK_cells,sample1,CL:2000054
Cell1859,Cell1859,Monocytes,sample1,CL:0002150
Cell1860,Cell1860,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1861,Cell1861,Cancer_clone_A,sample1,CL:0000151
Cell1862,Cell1862,Cancer_clone_B,sample1,CL:0000322
Cell1863,Cell1863,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1864,Cell1864,Ductal_APOL1_high-hypoxic,sample1,CL:0000064
Cell1865,Cell1865,Cancer_clone_B,sample1,CL:0000322
Cell1866,Cell1866,RBCs,sample1,CL:0000071
Cell1867,Cell1867,Ductal_terminal_ductal_like,sample1,CL:0000322
Cell1868,Cell1868,Cancer_clone_A,sample1,CL:0000322
Cell1869,Cell1869,Ductal_MHC_Class_II,sample1,CL:0000126
Cell1870,Cell1870,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000126
Cell1871,Cell1871,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000322
Cell1872,Cell1872,Cancer_clone_B,sample1,CL:0000322
Cell1873,Cell1873,Cancer_clone_B,sample1,CL:0000151
Cell1874,Cell1874,Ductal_MHC_Class_II,sample1,CL:0000322
Cell1875,Cell1875,T_cells_&_NK_cells,sample1,CL:2000054
Cell1876,Cell1876,Ductal_CRISP3_high-centroacinar_like,sample1,CL:0000064
Cell1877,Cell1877,mDCs_B,sample1,CL:0002150
Cell1878,Cell1878,Cancer_clone_B,sample1,CL:0000322
